レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率
鳴門,02R,3,3963,原田秀弥,大阪,B1,5.88,5.22,0.10,5,0.19,9,0.29,14,0.17,3.2,0.18,3.2,0.02,1,0.04,2,0.04,2,3,-,,,,C,3,3,0.26,0.11
鳴門,02R,4,3804,中渡修作,福岡,B1,4.98,4.85,0.04,2,0.22,10,0.13,6,0.14,2.4,0.22,4.2,0.00,0,0.03,1,0.03,1,2.3,-,,,,C,4,2,0.36,0.04
鳴門,02R,5,4704,河野大,徳島,A2,6.68,6.67,0.10,5,0.13,7,0.31,16,0.15,3.3,0.14,2.0,0.00,0,0.02,1,0.08,4,3,A,,,,C,4,3,0.14,0.05
鳴門,02R,6,4228,吉田慎二郎,愛知,A2,5.64,5.33,0.02,1,0.12,6,0.22,11,0.18,4.3,0.16,2.4,0.02,1,0.00,0,0.02,1,3.8,S,,,,B,4,4,0.09,0.34
鳴門,03R,1,4904,松本一毅,大阪,A2,4.93,5.45,0.50,24,0.23,11,0.15,7,0.16,3.3,0.11,1.4,0.11,5,0.20,9,0.16,7,2.8,C,,,,B,4,4,0.30,0.21
鳴門,03R,2,4271,川崎公靖,広島,B1,4.54,3.77,0.04,2,0.23,11,0.13,6,0.18,3.3,0.14,4.5,0.02,1,0.02,1,0.00,,3,-,,,,C,4,2,0.17,0.11
鳴門,03R,3,3965,北中元樹,滋賀,A2,6.75,5.78,0.17,9,0.30,16,0.19,10,0.18,3.2,0.18,4.3,0.00,0,0.12,6,0.02,1,3,-,,,,C,3,4,0.24,0.12
鳴門,03R,4,4195,前川守嗣,福岡,B1,5.33,4.72,0.05,2,0.20,8,0.15,6,0.16,3.4,0.18,2.4,0.03,1,0.00,0,0.00,0,3,-,,,,D,3,2,0.24,0.12
鳴門,03R,5,3910,松下知幸,香川,B1,4.07,4.30,0.06,3,0.08,4,0.06,3,0.19,4.0,0.20,4.2,0.02,1,0.02,1,0.02,1,2.5,C,,,,C,4,3,0.04,0.11
鳴門,03R,6,3024,西島義則,広島,A1,6.69,7.26,0.33,16,0.22,11,0.08,4,0.12,2.0,0.12,2.2,0.00,0,0.00,0,0.00,0,4.3,S,未消化FF,,,A,5,4,0.00,0.00
鳴門,04R,1,3907,村越篤,香川,A2,5.49,6.21,0.67,42,0.17,11,0.06,4,0.17,3.6,0.14,3.8,0.12,7,0.03,2,0.13,8,2.5,B+,,,,B,5,3,0.14,0.14
鳴門,04R,2,4215,吉島祥之,愛知,A2,5.75,6.40,0.04,2,0.19,10,0.20,11,0.16,3.1,0.17,3.8,0.04,2,0.00,0,0.00,,3.3,-,未消化F,,,C,4,3,0.20,0.10
鳴門,04R,3,5350,網代良芽,兵庫,B1,4.29,3.06,0.11,4,0.09,3,0.17,6,0.17,3.7,0.11,1.2,0.00,0,0.07,2,0.00,0,3.3,S,,,,C,4,3,0.19,0.19
鳴門,04R,4,4323,山田佑樹,岡山,B1,4.89,5.28,0.11,5,0.22,10,0.11,5,0.17,3.2,0.13,2.4,0.05,2,0.07,3,0.05,2,2.8,B+,,,,C,4,3,0.29,0.21
鳴門,04R,5,4052,興津藍,徳島,A2,6.03,5.89,0.04,2,0.20,9,0.33,15,0.17,3.6,0.16,2.6,0.00,0,0.02,1,0.00,0,3,-,,,,C,4,3,0.12,0.06
鳴門,04R,6,4064,原田篤志,山口,A1,6.65,5.90,0.02,1,0.15,7,0.28,13,0.19,4.0,0.15,3.6,0.03,1,0.00,0,0.00,0,3.8,C,F,,,B,5,3,0.04,0.17
鳴門,05R,1,4327,加藤翔,静岡,B1,3.93,4.19,0.36,15,0.19,8,0.17,7,0.17,3.1,0.19,4.7,0.21,8,0.18,7,0.23,9,3,B+,,,,B,4,4,0.25,0.16
鳴門,05R,2,4873,蒲原健太,佐賀,A2,5.04,4.38,0.17,8,0.29,14,0.21,10,0.17,3.7,0.17,3.8,0.15,7,0.00,0,0.00,,3,C,,,,B,4,4,0.17,0.17
鳴門,05R,3,4665,加藤啓太,愛知,B1,4.17,4.68,0.02,1,0.10,5,0.18,9,0.19,4.0,0.16,2.6,0.00,0,0.02,1,0.02,1,2.8,B+,,,,D,3,2,0.07,0.19
鳴門,05R,4,4330,奈須啓太,福岡,A2,5.84,5.50,0.24,11,0.13,6,0.28,13,0.13,2.2,0.14,1.8,0.00,0,0.19,9,0.00,0,3,A+,,,,B,4,4,0.47,0.03
鳴門,05R,5,3544,豊田訓靖,静岡,B2,3.46,0.00,0.00,0,0.04,1,0.13,3,0.21,3.4,0.17,3.2,0.00,0,0.00,0,0.00,0,2.3,-,,,,C,3,3,0.14,0.14
鳴門,05R,6,4137,君島秀三,滋賀,A1,6.70,6.68,0.08,4,0.25,12,0.21,10,0.11,2.3,0.13,3.3,0.02,1,0.00,0,0.07,3,3,B+,,,,B,5,3,0.51,0.05
鳴門,06R,1,3455,谷本幸司,愛知,B1,5.27,5.88,0.50,22,0.20,9,0.07,3,0.18,3.0,0.12,2.8,0.19,8,0.12,5,0.19,8,2.5,C,,,,C,4,2,0.41,0.22
鳴門,06R,2,4676,後藤隼之,東京,B1,5.70,4.88,0.06,3,0.25,13,0.25,13,0.15,3.0,0.20,3.8,0.02,1,0.06,3,0.00,,3.8,A,,,,B,4,4,0.24,0.05
鳴門,06R,3,3961,谷村一哉,山口,A2,6.33,5.64,0.20,10,0.20,10,0.28,14,0.17,3.1,0.16,4.6,0.04,2,0.04,2,0.13,6,3.3,B+,,,,B,5,3,0.17,0.14
鳴門,06R,4,5328,井上慧人,福岡,B1,4.23,1.47,0.10,5,0.02,1,0.22,11,0.16,3.5,0.19,4.7,0.02,1,0.02,1,0.04,2,2.5,C,F,,,C,3,3,0.14,0.16
鳴門,06R,5,4817,渡邉翼,山口,A2,6.42,5.95,0.03,1,0.15,5,0.35,12,0.15,2.8,0.16,2.0,0.00,0,0.00,0,0.03,1,4.3,S,,,,B,4,4,0.40,0.07
鳴門,06R,6,3737,上平真二,広島,A1,6.73,7.70,0.04,2,0.15,7,0.24,11,0.20,4.9,0.17,3.4,0.05,2,0.00,0,0.03,1,3.5,S,,,,A,6,3,0.00,0.56
鳴門,07R,1,3745,橋本年光,兵庫,B1,5.41,5.22,0.57,25,0.20,9,0.11,5,0.16,2.6,0.15,2.8,0.13,6,0.09,4,0.22,10,3,C,,,,C,3,4,0.37,0.08
鳴門,07R,2,4195,前川守嗣,福岡,B1,5.33,4.72,0.08,3,0.34,13,0.21,8,0.16,3.3,0.18,2.4,0.08,3,0.00,0,0.00,,3,-,,,,D,3,2,0.13,0.10
鳴門,07R,3,4638,小林遼太,福岡,B1,4.92,4.09,0.10,5,0.14,7,0.22,11,0.18,3.9,0.15,3.6,0.00,0,0.08,4,0.02,1,3.3,-,,,,C,4,3,0.08,0.10
鳴門,07R,4,4271,川崎公靖,広島,B1,4.54,3.77,0.04,2,0.04,2,0.33,16,0.16,3.2,0.14,4.5,0.00,0,0.04,2,0.00,0,3,-,,,,C,4,2,0.11,0.08
鳴門,07R,5,4515,藤田浩人,佐賀,A2,6.22,7.09,0.06,3,0.10,5,0.22,11,0.17,4.0,0.17,4.0,0.00,0,0.00,0,0.08,4,2.8,-,,,,B,4,4,0.03,0.15
鳴門,07R,6,4238,毒島誠,群馬,B2,8.39,7.00,0.06,2,0.13,4,0.38,12,0.16,4.6,0.11,2.4,0.00,0,0.00,0,0.00,0,3.3,B+,,,,B,5,3,0.06,0.31
鳴門,08R,1,3653,品川賢次,群馬,B1,4.51,5.00,0.30,10,0.27,9,0.09,3,0.18,3.7,0.21,3.2,0.37,11,0.13,4,0.10,3,2.5,-,,,,C,3,4,0.13,0.21
鳴門,08R,2,5063,大塚雅治,東京,B1,4.15,0.00,0.09,4,0.33,15,0.11,5,0.20,3.8,0.19,3.8,0.07,3,0.02,1,0.00,,3.3,S,F,,,B,5,3,0.03,0.16
鳴門,08R,3,3910,松下知幸,香川,B1,4.07,4.30,0.11,6,0.17,9,0.17,9,0.14,2.7,0.20,4.2,0.02,1,0.06,3,0.06,3,2.5,C,,,,C,4,3,0.29,0.00
鳴門,08R,4,3743,林美憲,徳島,A1,6.66,6.56,0.22,10,0.29,13,0.29,13,0.16,2.8,0.20,3.6,0.00,0,0.15,9,0.05,3,2.8,-,,,,C,3,3,0.23,0.08
鳴門,08R,5,4215,吉島祥之,愛知,A2,5.75,6.40,0.04,2,0.30,15,0.16,8,0.16,3.2,0.17,3.8,0.00,0,0.00,0,0.05,3,3.3,-,未消化F,,,C,4,3,0.20,0.08
鳴門,08R,6,5401,谷海夏人,広島,B2,2.94,1.13,0.01,1,0.01,1,0.04,3,0.20,4.0,0.13,3.2,0.00,0,0.01,1,0.01,1,2.5,-,F,,,C,3,3,0.14,0.37
鳴門,09R,1,4052,興津藍,徳島,A2,6.03,5.89,0.74,45,0.10,6,0.03,2,0.16,3.4,0.16,2.6,0.13,8,0.08,5,0.05,3,3,-,,,,C,4,3,0.26,0.21
鳴門,09R,2,3804,中渡修作,福岡,B1,4.98,4.85,0.16,8,0.18,9,0.14,7,0.17,3.7,0.22,4.2,0.12,6,0.04,2,0.00,,2.3,-,,,,C,4,2,0.05,0.21
鳴門,09R,3,4533,峰重侑治,岡山,B2,5.04,4.04,0.09,3,0.15,5,0.24,8,0.17,3.0,0.18,3.0,0.03,1,0.03,1,0.03,1,3,C,未消化F,,,B,4,4,0.11,0.04
鳴門,09R,4,4873,蒲原健太,佐賀,A2,5.04,4.38,0.06,3,0.15,7,0.21,10,0.20,4.1,0.17,3.8,0.00,0,0.02,1,0.04,2,3,C,,,,B,4,4,0.02,0.16
鳴門,09R,5,3681,山谷央,東京,B1,4.93,2.86,0.03,1,0.06,2,0.19,7,0.15,2.7,0.21,5.5,0.00,0,0.00,0,0.00,0,2.5,-,,,,D,3,2,0.34,0.09
鳴門,09R,6,4822,百武翔,佐賀,A2,5.82,6.04,0.00,0,0.02,1,0.28,15,0.21,5.3,0.17,6.0,0.00,0,0.00,0,0.00,0,2.5,-,,,,C,4,3,0.00,0.55
鳴門,10R,1,4228,吉田慎二郎,愛知,A2,5.64,5.33,0.52,33,0.19,12,0.10,6,0.19,3.5,0.16,2.4,0.08,5,0.25,16,0.05,3,3.8,S,,,,B,4,4,0.19,0.15
鳴門,10R,2,4137,君島秀三,滋賀,A1,6.70,6.68,0.17,11,0.38,24,0.16,10,0.14,3.1,0.13,3.3,0.11,7,0.03,2,0.00,,3,B+,,,,B,5,3,0.19,0.10
鳴門,10R,3,4704,河野大,徳島,A2,6.68,6.67,0.27,16,0.17,10,0.17,10,0.14,3.0,0.14,2.0,0.04,3,0.09,6,0.06,4,3,A,,,,C,4,3,0.14,0.05
鳴門,10R,4,4608,荒井翔伍,東京,A2,6.05,5.81,0.13,6,0.19,9,0.25,12,0.15,2.5,0.15,4.1,0.00,0,0.05,3,0.05,3,3,C,,,,B,5,3,0.36,0.02
鳴門,10R,5,4676,後藤隼之,東京,B1,5.70,4.88,0.00,0,0.06,3,0.18,9,0.17,4.0,0.20,3.8,0.00,0,0.00,0,0.02,1,3.8,A,,,,B,4,4,0.08,0.16
鳴門,10R,6,4904,松本一毅,大阪,A2,4.93,5.45,0.02,1,0.08,4,0.17,8,0.19,4.0,0.11,1.4,0.00,0,0.00,0,0.00,0,2.8,C,,,,B,4,4,0.15,0.21
鳴門,11R,1,3024,西島義則,広島,A1,6.69,7.26,0.57,39,0.14,10,0.07,5,0.16,3.0,0.12,2.2,0.12,13,0.20,23,0.12,14,4.3,S,未消化FF,0.3,0.21,A,5,4,0.29,0.11
鳴門,11R,2,4238,毒島誠,群馬,B2,8.39,7.00,0.25,8,0.22,7,0.22,7,0.16,3.7,0.11,2.4,0.11,4,0.03,1,0.00,,3.3,B+,,,,B,5,3,0.11,0.21
鳴門,11R,3,4064,原田篤志,山口,A1,6.65,5.90,0.12,8,0.45,29,0.23,15,0.16,3.0,0.15,3.6,0.00,0,0.02,1,0.05,3,3.8,C,F,,,B,5,3,0.10,0.05
鳴門,11R,4,3961,谷村一哉,山口,A2,6.33,5.64,0.03,1,0.24,8,0.21,7,0.15,2.8,0.16,4.6,0.00,0,0.00,0,0.03,1,3.3,B+,,,,B,5,3,0.21,0.08
鳴門,11R,5,3907,村越篤,香川,A2,5.49,6.21,0.00,0,0.16,8,0.16,8,0.16,4.2,0.14,3.8,0.00,0,0.00,0,0.02,1,2.5,B+,,,,B,5,3,0.12,0.19
鳴門,11R,6,4327,加藤翔,静岡,B1,3.93,4.19,0.00,0,0.08,3,0.05,2,0.22,4.7,0.19,4.7,0.00,0,0.00,0,0.00,0,3,B+,,,,B,4,4,0.00,0.43
鳴門,12R,1,3737,上平真二,広島,A1,6.73,7.70,0.63,41,0.22,14,0.08,5,0.16,3.3,0.17,3.4,0.08,5,0.13,8,0.11,7,3.5,S,,0.37,0.37,A,6,3,0.21,0.15
鳴門,12R,2,4817,渡邉翼,山口,A2,6.42,5.95,0.19,9,0.31,15,0.19,9,0.14,3.1,0.16,2.0,0.17,8,0.00,0,0.00,,4.3,S,,,,B,4,4,0.14,0.06
鳴門,12R,3,4330,奈須啓太,福岡,A2,5.84,5.50,0.15,8,0.36,19,0.17,9,0.12,2.2,0.14,1.8,0.00,0,0.11,6,0.05,3,3,A+,,,,B,4,4,0.42,0.00
鳴門,12R,4,3745,橋本年光,兵庫,B1,5.41,5.22,0.03,1,0.21,6,0.31,9,0.15,3.5,0.15,2.8,0.00,0,0.00,0,0.03,1,3,C,,,,C,3,4,0.09,0.09
鳴門,12R,5,5063,大塚雅治,東京,B1,4.15,0.00,0.00,0,0.06,2,0.17,6,0.17,3.3,0.19,3.8,0.00,0,0.00,0,0.00,0,3.3,S,F,,,B,5,3,0.14,0.09
鳴門,12R,6,4393,田中孝明,福岡,B1,4.39,4.13,0.00,0,0.00,0,0.10,4,0.25,5.1,0.16,3.2,0.00,0,0.00,0,0.00,0,3,S,,,,C,3,3,0.03,0.41
三国,01R,1,3300,川崎智幸,岡山,A1,5.60,5.72,0.68,44,0.17,11,0.02,1,0.16,3.0,-,-,0.06,4,0.14,9,0.13,8,2,B+,,,,C,4,3,0.28,0.20
三国,01R,2,4664,東口晃,福井,B1,3.83,3.46,0.03,1,0.22,8,0.19,7,0.20,4.0,-,-,0.03,1,0.00,0,0.00,,3,-,,,,D,3,2,0.04,0.22
三国,01R,3,5326,三嶌さらら,香川,B1,4.49,3.56,0.05,1,0.25,5,0.10,2,0.17,2.6,-,-,0.00,0,0.00,0,0.05,1,2.8,B+,,,,B,4,4,0.33,0.11
三国,01R,4,5386,米玉利大悟,兵庫,B1,2.41,1.08,0.00,0,0.05,2,0.14,5,0.18,4.2,-,-,0.00,0,0.00,0,0.00,0,4,B+,F,,,C,3,4,0.05,0.21
三国,01R,5,4487,三原司,福岡,B1,4.57,4.82,0.02,1,0.10,5,0.12,6,0.18,3.8,-,-,0.00,0,0.00,0,0.02,1,2.8,C,,,,C,4,2,0.08,0.16
三国,01R,6,5232,樅山拓馬,愛知,B1,5.06,4.36,0.00,0,0.10,4,0.18,7,0.15,3.0,-,-,0.00,0,0.00,0,0.00,0,2.8,C,F,,,D,3,2,0.39,0.10
三国,02R,1,4109,谷津幸宏,埼玉,A1,5.85,6.59,0.72,51,0.15,11,0.03,2,0.12,1.9,-,-,0.08,6,0.06,4,0.10,7,3.6,-,,,,D,2,3,0.59,0.05
三国,02R,2,5038,金田智博,福井,A2,6.31,5.96,0.15,7,0.33,16,0.23,11,0.17,3.7,-,-,0.09,4,0.06,3,0.00,,3,B+,,,,C,2,5,0.13,0.18
三国,02R,3,4346,前田健太郎,福岡,B1,4.70,5.15,0.14,7,0.22,11,0.08,4,0.17,3.1,-,-,0.02,1,0.05,2,0.05,2,1.8,C,,,,D,2,3,0.27,0.12
三国,02R,4,4410,井上大輔,岡山,B1,5.39,0.00,0.13,6,0.13,6,0.17,8,0.15,3.1,-,-,0.00,0,0.16,8,0.00,0,3,C,,,,C,3,4,0.20,0.05
三国,02R,5,3977,山本兼士,大阪,B1,4.62,3.50,0.07,3,0.02,1,0.09,4,0.16,3.3,-,-,0.00,0,0.05,2,0.00,0,3,-,,,,D,2,3,0.14,0.14
三国,02R,6,5228,若林樹蘭,東京,B2,6.16,5.82,0.00,0,0.08,3,0.31,11,0.21,4.3,-,-,0.00,0,0.00,0,0.00,0,2,A,F,,,B,4,4,0.07,0.32
三国,03R,1,4133,高橋正男,兵庫,A1,6.17,5.78,0.58,35,0.20,12,0.10,6,0.16,2.9,-,-,0.07,4,0.15,9,0.17,10,3,A+,F,,,A,5,4,0.28,0.15
三国,03R,2,3726,桂林寛,福岡,B2,4.27,3.88,0.13,4,0.32,10,0.19,6,0.19,4.4,-,-,0.03,1,0.10,3,0.00,,4,A+,F,,,A,4,5,0.04,0.22
三国,03R,3,3158,島川光男,広島,A2,5.39,6.51,0.15,8,0.15,8,0.22,12,0.15,3.1,-,-,0.00,0,0.07,4,0.02,1,3.2,A,F,,,C,4,3,0.21,0.08
三国,03R,4,4489,岩川仁士,大阪,B1,5.41,4.52,0.14,6,0.09,4,0.23,10,0.16,3.2,-,-,0.09,4,0.02,1,0.02,1,3.8,-,,,,D,2,3,0.18,0.05
三国,03R,5,3497,後藤浩,埼玉,B1,5.36,5.10,0.02,1,0.12,5,0.24,10,0.17,3.4,-,-,0.00,0,0.00,0,0.02,1,4,B+,,,,B,4,4,0.17,0.19
三国,03R,6,4987,島倉都,群馬,B1,4.08,4.42,0.00,0,0.00,0,0.15,4,0.19,4.1,-,-,0.00,0,0.00,0,0.00,0,3.4,A,,,,C,3,3,0.05,0.23
三国,04R,1,3777,樋口亮,長崎,A2,6.34,4.63,0.62,39,0.17,11,0.08,5,0.17,3.0,-,-,0.11,7,0.06,4,0.13,8,2,-,,,,C,3,4,0.22,0.07
三国,04R,2,3748,小黒竜吾,埼玉,B1,4.51,3.17,0.04,2,0.21,10,0.23,11,0.18,3.5,-,-,0.04,2,0.00,0,0.00,,2.8,A,,,,C,3,3,0.11,0.16
三国,04R,3,3293,宮内由紀英,東京,B1,3.83,4.46,0.03,1,0.10,4,0.10,4,0.20,4.0,-,-,0.03,1,0.00,0,0.00,0,3,B+,,,,C,3,3,0.00,0.25
三国,04R,4,4015,前野竜一,山口,A2,6.00,0.00,0.05,2,0.28,11,0.26,10,0.16,2.4,-,-,0.02,1,0.02,1,0.00,0,2.8,-,,,,C,4,3,0.36,0.03
三国,04R,5,4545,岡村慶太,福岡,A1,6.81,6.81,0.16,8,0.14,7,0.26,13,0.14,2.3,-,-,0.00,0,0.04,2,0.10,5,3,B+,,,,B,5,3,0.38,0.03
三国,04R,6,4203,小倉康典,群馬,B1,4.20,3.00,0.00,0,0.03,1,0.03,1,0.15,2.8,-,-,0.00,0,0.00,0,0.00,0,2,C,,,,C,3,3,0.27,0.05
三国,05R,1,4043,桐本康臣,三重,A2,5.52,4.95,0.63,43,0.15,10,0.12,8,0.15,2.4,-,-,0.06,4,0.18,12,0.12,8,2.6,C,F,,,C,3,3,0.44,0.04
三国,05R,2,3661,柳瀬興志,山口,B1,5.70,5.21,0.12,7,0.25,14,0.26,15,0.19,3.9,-,-,0.08,5,0.03,2,0.00,,2.2,-,,,,D,2,3,0.11,0.17
三国,05R,3,5386,米玉利大悟,兵庫,B1,2.41,1.08,0.00,0,0.00,0,0.33,2,0.22,0.0,-,-,0.00,0,0.00,0,0.00,0,4,B+,F,,,C,3,4,0.00,0.00
三国,05R,4,3251,平石和男,埼玉,A2,5.73,5.97,0.18,9,0.25,13,0.16,8,0.20,4.3,-,-,0.06,3,0.00,0,0.06,3,2.8,B+,,,,C,3,3,0.03,0.21
三国,05R,5,5441,鈴木雄登,愛知,B2,3.64,0.00,0.05,1,0.18,4,0.09,2,0.17,0.0,-,-,0.00,0,0.00,0,1.00,1,4,A,,,,B,4,4,0.00,0.00
三国,05R,6,4174,赤坂俊輔,長崎,A1,6.38,6.56,0.07,3,0.23,10,0.16,7,0.14,3.5,-,-,0.10,1,0.00,0,0.00,0,3,C,,,,D,3,2,0.00,0.17
三国,06R,1,5326,三嶌さらら,香川,B1,4.49,3.56,0.38,5,0.00,0,0.08,1,0.21,4.2,-,-,0.00,0,0.50,6,0.08,1,2.8,B+,,,,B,4,4,0.20,0.40
三国,06R,2,4416,三宅健太,広島,B1,5.29,3.25,0.16,8,0.22,11,0.24,12,0.16,3.8,-,-,0.11,5,0.02,1,0.00,,3.2,B+,,,,C,3,3,0.06,0.08
三国,06R,3,4730,土屋実沙希,静岡,A2,5.20,3.67,0.12,5,0.24,10,0.17,7,0.14,2.7,-,-,0.03,1,0.03,1,0.05,2,4,A+,F,,,C,4,3,0.23,0.03
三国,06R,4,4003,表憲一,福井,B1,5.27,5.52,0.00,0,0.22,9,0.29,12,0.18,3.7,-,-,0.00,0,0.00,0,0.00,0,3,B+,F,,,B,4,4,0.07,0.21
三国,06R,5,3641,一瀬明,東京,A2,6.36,0.00,0.14,7,0.14,7,0.20,10,0.16,3.2,-,-,0.00,0,0.02,1,0.08,4,3,A,,,,C,4,3,0.15,0.07
三国,06R,6,4983,前田篤哉,愛知,A1,6.85,6.26,0.11,6,0.11,6,0.25,13,0.16,4.3,-,-,0.00,0,0.00,0,0.00,0,2.2,B+,,,,C,3,3,0.00,0.19
三国,07R,1,5105,富田恕生,福岡,B1,4.41,5.19,0.41,12,0.17,5,0.24,7,0.18,4.0,-,-,0.10,3,0.24,7,0.10,3,3,C,,,,A,5,4,0.09,0.35
三国,07R,2,4489,岩川仁士,大阪,B1,5.41,4.52,0.22,10,0.26,12,0.22,10,0.15,2.7,-,-,0.19,8,0.05,2,0.00,,3.8,-,,,,D,2,3,0.34,0.03
三国,07R,3,4410,井上大輔,岡山,B1,5.39,0.00,0.14,8,0.23,13,0.16,9,0.16,2.8,-,-,0.02,1,0.10,5,0.02,1,3,C,,,,C,3,4,0.15,0.03
三国,07R,4,4144,石塚久也,埼玉,A2,6.21,6.78,0.15,7,0.32,15,0.28,13,0.17,3.6,-,-,0.00,0,0.08,4,0.04,2,1.4,C,,,,D,3,2,0.11,0.08
三国,07R,5,4246,喜多那由夏,静岡,B1,4.24,2.50,0.00,0,0.02,1,0.09,4,0.19,3.7,-,-,0.00,0,0.00,0,0.00,0,2,B+,,,,C,3,3,0.06,0.03
三国,07R,6,3257,田頭実,福岡,A2,6.49,4.00,0.22,8,0.19,7,0.19,7,0.00,0.0,-,-,0.00,0,0.00,0,0.00,0,3,A,F,,,C,3,4,0.00,0.00
三国,08R,1,3977,山本兼士,大阪,B1,4.62,3.50,0.33,13,0.15,6,0.23,9,0.18,3.0,-,-,0.18,7,0.26,10,0.13,5,3,-,,,,D,2,3,0.26,0.16
三国,08R,2,4623,中北将史,三重,B1,4.60,4.58,0.10,6,0.33,20,0.10,6,0.14,2.9,-,-,0.08,5,0.00,0,0.00,,3,B+,,,,C,4,3,0.28,0.09
三国,08R,3,4420,津久井拓也,群馬,A2,5.72,6.69,0.11,6,0.30,16,0.24,13,0.15,3.2,-,-,0.00,0,0.09,5,0.00,0,2.6,B+,,,,C,4,3,0.19,0.21
三国,08R,4,3618,海野ゆかり,広島,A1,6.41,6.63,0.14,8,0.14,8,0.23,13,0.16,2.8,-,-,0.02,1,0.14,8,0.00,0,3.2,A,,,,C,3,4,0.32,0.09
三国,08R,5,3777,樋口亮,長崎,A2,6.34,4.63,0.09,4,0.13,6,0.31,14,0.16,3.8,-,-,0.00,0,0.02,1,0.04,2,2,-,,,,C,3,4,0.11,0.05
三国,08R,6,4664,東口晃,福井,B1,3.83,3.46,0.00,0,0.04,1,0.16,4,0.19,4.0,-,-,0.00,0,0.00,0,0.00,0,3,-,,,,D,3,2,0.11,0.33
三国,09R,1,4844,村上奈穂,広島,B1,5.10,2.89,0.37,14,0.21,8,0.13,5,0.18,3.5,-,-,0.18,7,0.32,12,0.05,2,3.4,B+,,,,B,4,4,0.24,0.24
三国,09R,2,4015,前野竜一,山口,A2,6.00,0.00,0.20,10,0.28,14,0.20,10,0.17,3.7,-,-,0.15,7,0.02,1,0.00,,2.8,-,,,,C,4,3,0.19,0.27
三国,09R,3,2878,富山弘幸,大阪,B1,5.14,5.36,0.08,5,0.18,11,0.30,18,0.19,3.7,-,-,0.02,1,0.00,0,0.05,3,2.4,-,,,,C,3,4,0.12,0.17
三国,09R,4,5232,樅山拓馬,愛知,B1,5.06,4.36,0.03,1,0.21,8,0.21,8,0.12,2.3,-,-,0.00,0,0.03,1,0.00,0,2.8,C,F,,,D,3,2,0.42,0.03
三国,09R,5,4109,谷津幸宏,埼玉,A1,5.85,6.59,0.16,7,0.07,3,0.18,8,0.13,2.5,-,-,0.02,1,0.04,2,0.06,3,3.6,-,,,,D,2,3,0.29,0.07
三国,09R,6,5441,鈴木雄登,愛知,B2,3.64,0.00,0.10,5,0.08,4,0.06,3,0.18,4.0,-,-,0.01,1,0.00,0,0.04,3,4,A,,,,B,4,4,0.14,0.32
三国,10R,1,4346,前田健太郎,福岡,B1,4.70,5.15,0.39,14,0.22,8,0.11,4,0.15,3.0,-,-,0.25,9,0.17,6,0.06,2,1.8,C,,,,D,2,3,0.36,0.00
三国,10R,2,3641,一瀬明,東京,A2,6.36,0.00,0.16,9,0.33,19,0.21,12,0.18,3.8,-,-,0.09,5,0.04,2,0.00,,3,A,,,,C,4,3,0.09,0.20
三国,10R,3,3251,平石和男,埼玉,A2,5.73,5.97,0.08,5,0.26,16,0.15,9,0.20,4.3,-,-,0.03,2,0.02,1,0.05,3,2.8,B+,,,,C,3,3,0.04,0.26
三国,10R,4,3293,宮内由紀英,東京,B1,3.83,4.46,0.00,0,0.05,2,0.33,14,0.20,4.1,-,-,0.00,0,0.00,0,0.00,0,3,B+,,,,C,3,3,0.06,0.18
三国,10R,5,4447,深川麻奈美,福岡,A1,5.01,5.30,0.02,1,0.12,5,0.21,9,0.18,3.4,-,-,0.00,0,0.00,0,0.04,2,3,C,F,,,C,3,3,0.22,0.20
三国,10R,6,3158,島川光男,広島,A2,5.39,6.51,0.00,0,0.06,3,0.17,8,0.17,3.0,-,-,0.00,0,0.00,0,0.00,0,3.2,A,F,,,C,4,3,0.22,0.16
三国,11R,1,3497,後藤浩,埼玉,B1,5.36,5.10,0.74,28,0.11,4,0.05,2,0.16,3.0,-,-,0.05,2,0.18,7,0.00,0,4,B+,,,,B,4,4,0.29,0.10
三国,11R,2,4174,赤坂俊輔,長崎,A1,6.38,6.56,0.16,7,0.22,10,0.40,18,0.16,3.1,-,-,0.02,1,0.04,2,0.00,,3,C,,,,D,3,2,0.28,0.18
三国,11R,3,3257,田頭実,福岡,A2,6.49,4.00,0.23,8,0.29,10,0.11,4,0.15,2.9,-,-,0.00,0,0.00,0,0.06,1,3,A,F,,,C,3,4,0.18,0.06
三国,11R,4,5038,金田智博,福井,A2,6.31,5.96,0.15,8,0.19,10,0.23,12,0.13,3.4,-,-,0.00,0,0.09,5,0.02,1,3,B+,,,,C,2,5,0.19,0.11
三国,11R,5,3300,川崎智幸,岡山,A1,5.60,5.72,0.08,4,0.20,10,0.08,4,0.14,2.9,-,-,0.02,1,0.00,0,0.04,2,2,B+,,,,C,4,3,0.33,0.08
三国,11R,6,4416,三宅健太,広島,B1,5.29,3.25,0.00,0,0.02,1,0.21,9,0.19,4.4,-,-,0.00,0,0.00,0,0.00,0,3.2,B+,,,,C,3,3,0.08,0.29
